Unnamed: 0,ShortName,RegionName,FullName,WebSite,PathToSoft,SoftInfo
606,ФГБОУ ВО «СКГМИ (ГТУ)»,Республика Северная Осетия - Алания,федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Кавказский горно-металлургический институт (государственный технологический университет)»,https://www.skgmi-gtu.ru/,https://www.skgmi-gtu.ru/Portals/0/Education/2020/bak/09.03.03/RP/RP_PIVEIS_09.03.03_2020.pdf,
607,Северо-Кавказский государственный институт искусств,Кабардино-Балкарская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Кавказский государственный институт искусств»,https://skgii.ru/,https://skgii.ru/filedownload.php?file=1952,
608,ФГБОУ ВО СОГМА Минздрава России,Республика Северная Осетия - Алания,федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Осетинская государственная медицинская академия» Министерства здравоохранения Российской Федерации,https://sogma.ru/,https://sogma.ru/?page[common]=download&path=0&filename=39edd2f189daef0d4572dcf3ac1f8446&cleanname=Nauchno_dejateljnost (pdf.io)&ext=pdf,"OneNote, Outlook, PowerPoint, SharePoint, Classroom, Moodle, Zoom, Google Classroom, Google Drive, Adobe Creative Cloud Edition, Visio, Project, MindMaster, MindView, Coggle, Lucidchart, XMind, Microsoft Teams, VmWare Horizon, SMARTSTUDIO, Mendeley, MS SQL Server, Office 365, Windows 10 Enterprise, Wolfram Mathematica, UnifyNow, Visual Studio Code, Atlassian Jira, Google Sites, Blackboard LMS, Cisco Webex, Chamilo, Open edX, edX, SourceForge, GitLab, CLics, CPsearch, Rosetta Stone, Articulate Storyline, RapidWeaver, CorelDRAW, SmartScore X3, PDF-XChange Viewer, Autodesk AutoCAD, MindMeister, Carrot2, Airtable, Notion, Excel Online, UNSILObuckets, Trello, JetBrains Prism, Foxit Reader, Jupyter Notebook, Anaconda Distribution, Oracle SQL plus, BlueJ (Java), Discrete Math:amina, Excel, Others, Microsoft Project, STELLA Architect, LaTeX, Adobe After Effects."
609,СОГУ,Республика Северная Осетия - Алания,федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Осетинский государственный университет имени Коста Левановича Хетагурова»,https://www.nosu.ru/,https://www.nosu.ru/wp-content/uploads/2018/05/reestr-po-sogu-3.pdf,"ABS Brushes, Access 2010, Adobe Acrobat DC, Adobe After Effects 2020, Adobe Animate 2020, Adobe Audition 2020, Adobe Bridge 2020, Adobe Character Animator 2020, Adobe Dreamweaver 2020, Adobe Illustrator 2020, Adobe InCopy 2020, Adobe InDesign 2020, Adobe Lightroom Classic 2020, Adobe Media Encoder 2020, Adobe Photoshop 2020, Adobe Prelude 2020, Adobe Premiere Pro 2020, Adobe Premiere Rush 2020, Adobe Spark 2020, Adobe XD 2020, AIDA64 Extreme, Amarok, Apache OpenOffice, Autodesk Civil 3D 2023, Autodesk Inventor 2023, Autodesk Maya 2023, Autodesk Revit 2023, AutoCAD 2023, Blender, Citrix Virtual Apps and Desktops, Cisco AnyConnect Secure Mobility Client, CLion, Cohen ChemOffice, CorelDRAW Graphics Suite, Digimat, EndNote, FEMAP, Foxit PhantomPDF, Kaspersky Endpoint Security, LaTeX, LibreOffice, Microsoft 365, Microsoft Azure, Microsoft Imagine, Microsoft Office 2019, Microsoft Teams, Microsoft Visual Studio, Moodle Platform, MySQL, Octave, OpenModelica, OpenTADS, Oracle NetBeans IDE, PDFCreator, Pinnacle Studio, Power BI, PowerShell, PrimoPDF, Python, Rachel, Radmin, Relex."
610,ФГБОУ ВО Сибирская пожарно-спасательная академия ГПС МЧС России,Красноярский край,"федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирская пожарно-спасательная академия» Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий»",https://sibpsa.ru/,https://sibpsa.ru/in_ntc/,
611,ФГБОУ ВО «СибАДИ»,Омская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный автомобильно-дорожный университет (СибАДИ)»,http://sibadi.org/,https://sibadi.org/resources/tsifrovye-tekhnologii-i-programmnoe-obespechenie/,"Autodesk, Alliance, Autodesk Revit, Autodesk Inventor, Autodesk Maya, Autodesk 3ds Max, FlexSIM, ARTiSAN, Ansys, Ascon, KOMPAS, MATLAB, phpMyAdmin, Moodle, Linux Ubuntu, Oracle, Apache, CI/CD, Git, Docker, VMware, Grafana, Prometheus, Alertmanager,Ansible, GitLab, PostgreSQL, ClickHouse."
612,"ФГБОУ ВО «СибГИУ», ФГБОУ ВО «Сибирский государственный индустриальный университет», СибГИУ, Сибирский государственный индустриальный университет",Кемеровская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный индустриальный университет»,https://www.sibsiu.ru/,https://www.sibsiu.ru/studentu/novosti-i-meropriyatiya/?ELEMENT_ID=19687,"Microsoft Office, Autodesk AutoCAD, ArchiCAD, Adobe Creative Cloud, SPSS Statistics, MATLAB, MongoDB, Moodle, Zoom, Windows, Linux."
613,Сибирский государственный институт искусств имени Дмитрия Хворостовского,Красноярский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный институт искусств имени Дмитрия Хворостовского»,https://kgii.ru/,https://kgii.ru/eios,
614,ФГБОУ ВО СибГМУ Минздрава России,Томская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://ssmu.ru/,https://bulletin.ssmu.ru/jour/article/view/2566,
615,"ФГБОУ ВО «Сибирский государственный университет геосистем и технологий», Сибирский государственный университет геосистем и технологий, СГУГИТ, ФГБОУ ВО «СГУГИТ»",Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет геосистем и технологий»,https://sgugit.ru/,https://sgugit.ru/,"Autodesk AutoCAD, Autodesk Revit, Bentley Systems MicroStation, ARC/INFO, ERDAS Imagine, ESRI ArcGIS, Google Earth, Microsoft Office, OpenJDK, Oracle Database, PostgreSQL, Python, SpatialDB, SQL Server Management Studio, SQLITE."
616,"Сибирский университет науки и технологий, Сибирский государственный университет, ФГБОУ ВО «Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева», СибГУ им. М.Ф. Решетнева",Красноярский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева»,https://www.sibsau.ru/,https://www.sibsau.ru/page/digital,"Microsoft Office 365, Autodesk Education Community, Oracle Academy, VMware Academic Program, Microsoft Azure, Microsoft Teams, Zoom, Moodle LMS, 1C:University, Adobe Creative Cloud."
617,"ФГБОУ ВО «Сибирский государственный университет путей сообщения», ФГБОУ ВО СГУПС, СГУПС",Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет путей сообщения»,http://www.stu.ru/,https://www.stu.ru/info/index.php?page=1829,"HTML, CSS, Git, Python, Django, SQL, JavaScript, Oracle SQL Plus, PL/SQL, Microsoft Azure, Power Apps, Power BI, Azure, Java, Ruby on Rails."
618,СибГУТИ,Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет телекоммуникаций и информатики»,https://sibsutis.ru/,https://csc.sibsutis.ru/sites/csc.sibsutis.ru/files/courses/spo/Lecture_1.pdf,"Microsoft Office, Linux, KMPlayer, Git, SVN, Eclipse, NetBeans, Visual Studio, IntelliJ IDEA, PyCharm, MATLAB, Microsoft Visual Studio Code, Autodesk Inventor, AutoCAD, Enovia, Cartesian, ECLiPSe, ORACLE PeopleSoft, IBM Lotus Notes, 1C."
619,ФГБОУ ВО Смоленская ГСХА,Смоленская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Смоленская государственная сельскохозяйственная академия»,http://sgsha.ru/,http://sgsha.ru/sgsha/biblioteka/Москалева Н.В.  Основы программирования в 1С 38.03.05_методические рекомендации для самостоятельной работы студентов.pdf,
620,ФГБОУ ВО СГМУ Минздрава России,Смоленская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Смоленский государственный медицинский университет» Министерства здравоохранения Российской Федерации,http://smolgmu.ru/,https://dd.smolgmu.ru/course/course-2/,
621,СмолГУ,Смоленская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Смоленский государственный университет»,https://smolgu.ru/,https://smolgu.ru/science/Б1.В.05 Технологии разработки программного обеспечения.pdf,"Microsoft Office, SPSS Statistics, MATLAB, Adobe Creative Cloud, Cisco Webex, Zoom Video Conferencing, MetaViewer Document Management, Autodesk Design Academy, Google Workspace, Coursera for Campus, Mendeley."
622,"ФГБОУ ВО «СГУ», СГУ, Сочинский государственный университет, ФГБОУ ВО «Сочинский государственный университет»",Краснодарский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Сочинский государственный университет»,https://sutr.ru/,https://sutr.ru/vikon/sveden/files/09.02.07_A_Annotacii_RPP_2022.pdf,"Microsoft Office, Microsoft Visio, Adobe Acrobat, Google Analytics, Microsoft Excel."
623,"ФГБОУ ВО Ставропольский ГАУ, ФГБОУ ВО СТГАУ, СТГАУ",Ставропольский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Ставропольский государственный аграрный университет»,https://stgau.ru/,https://stgau.ru/sveden/files/OP.09(10).pdf,"Microsoft Office Suite, Google Workspace, Moodle, Canvas, iStudent, NationalID, IRBIS, VirtualReader, MATLAB, Python, R, VMware, VirtualBox, Zoom, Skype, CAD software."
624,ФГБОУ ВО «СГУ им. Питирима Сорокина»,Республика Коми,федеральное государственное бюджетное образовательное учреждение высшего образования «Сыктывкарский государственный университет имени Питирима Сорокина»,https://syktsu.ru/,https://syktsu.ru/about/WorldSkills/web/po/,
625,ФГБОУ ВО «ТГТУ»,Тамбовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тамбовский государственный технический университет»,https://www.tstu.ru/,https://www.tstu.ru/book/elib3/mm/2015/loskutov/pages/2_1_vneshnie_faktory_kachestva.html,"Microsoft Office, Autodesk Inventor, AutoCAD, SolidWorks, Maple, ABBYY FineReader, Universal Data Access Middleware, Oracle, IBM SPSS Statistics, MATLAB, ArenaGIS, PTC Creo, Abaqus, CATIA, Microsoft Azure, Apache Spark, Docker, VMware, Windows Server, Microsoft SQL Server."
626,"ФГБОУ ВО «Тамбовский государственный университет имени Г.Р. Державина», ТГУ им. Г.Р. Державина",Тамбовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тамбовский государственный университет имени Г.Р. Державина»,http://www.tsutmb.ru/,http://www.tsutmb.ru/ido/progrmmyi/spetsialistam/dopolnitelnye-professionalnye-programmy-povysheniya-kvalifikatsii/osnovy-raboty-v-programmnom-obespechenii-agisoft-metashape-professional/,"Agisoft Metashape Professional,AutoCAD, Autodesk Inventor, 3ds Max, Graphic Editor, Adobe Creative Cloud, CorelDRAW, Illustrator, Autodesk Revit, MATLAB, Oracle, Microsoft SQL Server, Microsoft Office, SPSS, Autodesk Autocad Architecture, GiD, Abaqus/CAE, OpenFOAM, SolidWorks, Ansys."
627,ФГБОУ ВО Тверская ГСХА,Тверская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тверская государственная сельскохозяйственная академия»,https://www.tvgsha.ru/,http://www.tvgsha.ru/uslugi/obrazovatelnye-uslugi/osnovnye-programmamy-professionalnogo-obucheniya,
628,ФГБОУ ВО Тверской ГМУ Минздрава России,Тверская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тверской государственный медицинский университет» Министерства здравоохранения Российской Федерации,http://tvgmu.ru/,https://tvgmu.ru/upload/iblock/57e/avx2keq2n055ibbfpwgdfnegfzka0wkn.pdf,"Adobe Acrobat, Microsoft Office."
629,"ТвГТУ, ФГБОУ ВО ТвГТУ, ФГБОУ ВО «Тверской государственный технический университет»",Тверская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тверской государственный технический университет»,https://www.tstu.tver.ru/,https://www.tstu.tver.ru/department/ris/,
630,"ФГБОУ ВО «Тверской государственный университет», Тверской государственный университет, ТвГУ",Тверская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тверской государственный университет»,https://tversu.ru/,http://eco.tversu.ru/obr.html,"Canvas, Public-LMS, АИБС «МегаПро»."
631,Театральный институт имени Бориса Щукина,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Театральный институт имени Бориса Щукина при Государственном академическом театре имени Евгения Вахтангова»,https://www.htvs.ru/,https://www.htvs.ru/sveden/objects/,
632,ФГБОУ ВО ТГМУ Минздрава России,Приморский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Тихоокеанский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://tgmu.ru/,https://tgmu.ru/sveden/files/Annotaciya_k_RP_po_specialynosti_34.02.01_SD.pdf,"1Office, Adobe Acrobat, Adobe After Effects, Adobe Audition, Adobe Bridge, Adobe Dreamweaver, Adobe Flash, Adobe Illustrator, Adobe InCopy, Adobe InDesign, Adobe Lightroom, Adobe Media Encoder, Adobe Photoshop, Adobe Prelude, Adobe Premiere Pro, Adobe XD, Anti-Plagiarism, Apple Final Cut Pro, Astra Linux, Autodesk AutoCAD, Autodesk Maya, Collaborator, CorelDRAW, GitHub, IBM SPSS, InterType, Kaspersky Endpoint Security, Klett, MathCAD, Microsoft 365, Microsoft Access, Microsoft Azure, Microsoft Excel, Microsoft Exchange, Microsoft IntelliSense, Microsoft Office, Microsoft OneDrive, Microsoft Outlook, Microsoft PowerPoint, Microsoft Project, Microsoft Publisher, Microsoft Teams, Microsoft Visio, Microsoft Visual Studio, Microsoft Windows, Moikrug, Moodle, OJS, Oracle, OS Astra Linux, Plagiat.pl, Sketchpad, SPSS, SQL Server Management, Statgraphics, Sublime Text, Tilda Publishing, Visual Studio Code, Zoom."
633,"Тихоокеанский государственный университет, ФГБОУ ВО «ТОГУ», ТОГУ, ФГБОУ ВО  «Тихоокеанский государственный университет»",Хабаровский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Тихоокеанский государственный университет»,https://pnu.edu.ru/,https://pnu.edu.ru/media/filer_public/b2/9d/b29d7448-86df-48e9-a8ff-968830d014c9/150302____.pdf,
634,"ФГБОУ ВО «Тольяттинский государственный университет», Тольяттинский государственный университет, ТГУ",Самарская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тольяттинский государственный университет»,https://www.tltsu.ru/,https://www.tltsu.ru/storage/Документы/ФГОС 3++ ВО(Бакалавр)/f02d02e5c63fe82c6a9603700d6b8715cd71a48b.pdf,"1С:Учебное заведение, Microsoft Office, Rosdistant."
635,"ФГБОУ ВО «Томский государственный архитектурно-строительный  университет», Томский государственный архитектурно-строительный университет, ТГАСУ",Томская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Томский государственный архитектурно-строительный университет»,https://tsuab.ru/,https://tsuab.ru/sveden/files/RPP_21.03.02.01_23_KNOiII(1).pdf,
636,"ФГБОУ ВО «Томский государственный педагогический университет», Томский государственный педагогический университет, ТГПУ",Томская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Томский государственный педагогический университет»,https://www.tspu.edu.ru/,https://www.tspu.edu.ru/files/fmf_news/412/412_Б.3.В.26_Современные_модели_обучения.pdf,"Microsoft Office, Google Workspace, Skype, Zoom, Moodle, Adobe Creative Cloud, Autodesk Revit, Django, Git, GitHub, Jupyter Notebook, LaTeX, Maxima, Microsoft Visual Studio, PyCharm, Python, R, SPSS, Tableau, TensorFlow, Microsoft Teams, Microsoft Excel, Microsoft PowerPoint, Microsoft Word, pygame, Kodi."
637,"ТУСУР, ФГБОУ ВО «ТУСУР», ФГБОУ ВО «Томский государственный университет систем управления и радиоэлектроники», Томский государственный университет систем управления и радиоэлектроники",Томская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Томский государственный университет систем управления и радиоэлектроники»,https://tusur.ru/,https://media.fdo.tusur.ru/tdo/Instructions/ПО_инструкция.pdf,"Microsoft Office, Adobe Acrobat, Autodesk AutoCAD, SolidWorks, Microsoft Visual Studio, IBM SPSS, Wolfram Mathematica, Adobe Creative Cloud, Siemens NX, ORACLE, PostgreSQL, Microsoft SQL Server, Moodle, 1C:Enterprise, Microsoft Teams, Zoom, Google Workspace, Iveco CX, Comsol Multiphysics, Ansys, Simulink, MATLAB, Atlassian Jira, Apache OpenOffice, Kaspersky Endpoint Security, ESET Endpoint Security, McAfee Endpoint Security, Bitrix24, Redmine, Azure DevOps, Docker, Microsoft .NET Framework, Cisco Webex, Oracle NetBeans, Oracle VM VirtualBox, VirtualBox, VMware Workstation."
638,"Тувинский государственный университет, ТувГУ",Республика Тыва,федеральное государственное бюджетное образовательное учреждение высшего образования «Тувинский государственный университет»,http://tuvsu.ru/,http://inforum.tuvsu.ru/projects/10,"Microsoft Office, Adobe Creative Cloud, Autodesk AutoCAD, Microsoft Visual Studio, Bitrix24, SharePoint, DSpace, Antiplagiat VUZ, Aspose, Google Scholar, 1С:Предприятие 8."
639,"ФГБОУ ВО «ТУЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. Л.Н. ТОЛСТОГО», ТУЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. Л.Н. ТОЛСТОГО, ФГБОУ ВО «ТГПУ ИМ. Л.Н. ТОЛСТОГО», ТГПУ ИМ. Л.Н. ТОЛСТОГО, УНИВЕРСИТЕТ ЛЬВА ТОЛСТОГО, ТОЛСТОВСКИЙ УНИВЕРСИТЕТ, ТУЛЬСКИЙ ПЕДАГОГИЧЕСКИЙ",Тульская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тульский государственный педагогический университет им. Л.Н. Толстого»,http://tsput.ru/,https://tsput.ru/abitur/programmy-vi-mag.php,
640,"Тульский государственный университет, ФГБОУ ВО «Тульский государственный университет», ФГБОУ ВО «ТулГУ», ТулГУ",Тульская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тульский государственный университет»,https://tulsu.ru/,https://tulsu.ru/docs/fgos/fgoss/accreditation2015,
641,Тюменский государственный институт культуры,Тюменская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тюменский государственный институт культуры»,http://tumgik.ru/,http://www.tumgik.ru/images/files/SPO/TM_upr_18spo.pdf,
642,ФГБОУ ВО Тюменский ГМУ Минздрава России,Тюменская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тюменский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://www.tyumsmu.ru/,https://www.tyumsmu.ru/education/libraries/e-learning-resources/,"Мoodle, Microsoft Office, Adobe Acrobat, Biblio."
643,"ФГБОУ ВО «Тюменский индустриальный университет», ФГБОУ ВО «ТИУ», Тюменский индустриальный университет, ТИУ",Тюменская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тюменский индустриальный университет»,https://www.tyuiu.ru/,https://www.tyuiu.ru/media/pdf/a6daf8ba-ce99-45ab-bc76-aab272a76c24.pdf,
644,"Удмуртский ГАУ, УдГАУ",Удмуртская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Удмуртский государственный аграрный университет»,https://udsau.ru/,https://udsau.ru/images/rpd/000000002/0Inzhenernye_prikladnye_programmy_v_teploenergetike.pdf,"AutoCAD, Autodesk Inventor, SolidWorks, Unigraphics, CATIA, Abaqus, Ansys, OpenFOAM, Comsol Multiphysics, Microsoft Office, ArcGIS, QGIS, LaTeX, Maple, Mathcad, MATLAB, Oracle, Autodesk Maya, 3ds Max, Adobe Creative Suite, Photoshop, Illustrator, InDesign."
645,"ФГБОУ ВО «УдГУ», УдГУ, ФГБОУ ВО «Удмуртский государственный университет»",Удмуртская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Удмуртский государственный университет»,https://udsu.ru/,https://udsu.ru/chapters/departments/informbezopasnost/perechen-obrazovatelnyh-programm,
646,ФГБОУ ВО Ульяновский ГАУ,Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский государственный аграрный университет имени П.А. Столыпина»,https://ulsau.ru/,https://ulsau.ru/sveden/struct/tsentr-dovuzovskoy-i-professionalnoy-podgotovki.php,"1C, Adobe Acrobat, Adobe Creative Cloud, ANTIVIRUS KASPERSKY, Anti-APT, Apache Tomcat, Audacity, Bitrix Framework, Bitrix24, Cisco AnyConnect, CodeMirror Device 42, DataLearn, DecisionRules, Debian, DigiCert SSL, DokuWiki, EPAM, Excellentia Fintech Platform, Firebird, Firebase, First Line Software, Google Analytics, Google Docs, Grafana, Hibernate, Hibernate ORM, Informix, InnoDB, IntelliJ IDEA, ITIL, Javascript, LDAP, LimeSurvey, MariaDB, Microsoft 365, Microsoft Azure, Microsoft Office, MySQL, Nginx, NoSQL, OpenCV, Oracle, OTRS, PHP, Power BI, Python, React, Redis, TypeScript, Umbraco, Unbounce, Unity, Unreal Engine, Upscale, WordPress, WorkSection, Wrike."
647,"Ульяновский государственный педагогический университет имени И.Н. Ульянова, УлГПУ им. И.Н. Ульянова, ФГБОУ ВО «Ульяновский государственный педагогический университет имени И.Н. Ульянова», ФГБОУ ВО «УлГПУ им. И.Н. Ульянова»",Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский государственный педагогический университет имени И.Н. Ульянова»,https://www.ulspu.ru/,https://www.ulspu.ru/upload/img/iblock/098/obshchaya-kharakteristika-oop.pdf,
648,"УлГТУ, Ульяновский государственный технический университет",Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский государственный технический университет»,https://ulstu.ru/,https://ulstu.ru/sveden/files/opop/01.03.04_OPOP_2022.pdf,"1C, Adobe Acrobat, Autodesk Inventor, Autodesk Revit, Bridge, Cisco AnyConnect, Cisco WebEx, Code::Blocks, DbDesigner 4, Eclipse, Git, GNU Octave, Google Meet, H2O, Hortonworks Data Platform, IBM SPSS, IntelliJ IDEA, JasperReports, Jupyter Notebook, Lumerical, MATLAB, Microsoft 365, Microsoft Office, Microsoft Teams, Microsoft Visio, Moodle, Notepad++, Novell NetWare, OpenOffice, Python, R, SAP ERP, SciLab, Slack, SolidWorks, Statistica, TensorFlow, Trello, Visual Studio, Wolfram Mathematica, Windows Server, Word, YouTrack, Zoom."
649,"Ульяновский государственный университет, УлГУ, ФГБОУ ВО «Ульяновский государственный университет»",Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский государственный университет»,https://ulsu.ru/,https://www.ulsu.ru/media/files1/20210304/B/ИСТ_МР_СРС_Архитектура_информационных_систем.1.pdf,"Apache HTTP Server, Microsoft Exchange Server, Microsoft Office, Microsoft Outlook, Moodle, OpenOffice, OpenSSL, Apache Tomcat Server, Microsoft Windows Server, PostgreSQL, Python, Virtual Learning Environment, Oracle Database, Astra Linux, IBM SPSS Statistics, MathCAD, AutoCAD, STAAD, Microsoft Teams, Autodesk Educational Suite, MAXSURF, Cadence SPB, Inkscape."
650,ФГБОУ ВО УИ ГА,Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский институт гражданской авиации имени Главного маршала авиации Б.П. Бугаева»,https://www.uvauga.ru/,https://www.uvauga.ru/,"Python, C++, Oracle SQL Plus, PL/SQL, Microsoft Azure, Java, HTML, CSS, JavaScript, SQL, Django, Ruby."
651,государственный университет «Дубна»,Московская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Университет «Дубна»,https://uni-dubna.ru/,https://files.uni-dubna.ru/api/File/f064fb22-30fc-46f4-a493-08db633a132d,
652,Уральская государственная консерватория имени М.П.Мусоргского,Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральская государственная консерватория имени М.П. Мусоргского»,https://www.uralconsv.org/,https://www.uralconsv.org/sve/objects,
653,ФГБОУ ВО Уральский ГАУ,Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный аграрный университет»,https://urgau.ru/,https://urgau.ru/images/op/bak/350303/rpd/B1.O.19_350303.pdf,
654,"ФГБОУ ВО «Уральский государственный архитектурно-художественный университет имени Н.С. Алфёрова», Уральский государственный архитектурно-художественный университет имени Н.С. Алфёрова, Уральский государственный архитектурно-художественный университет, УрГАХУ имени Н.С. Алфёрова, УрГАХУ",Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный архитектурно-художественный университет имени Н.С. Алфёрова»,https://www.usaaa.ru/,https://www.usaaa.ru/sveden/education/obrazovatelnye-programmy,
655,ФГБОУ ВО «УГГУ»,Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный горный университет»,https://www.ursmu.ru/,https://www.ursmu.ru/programma-robototexnika-i-iot,"C, C++, Python, MATLAB, Java, Pascal, URScript, RoboDK."
656,ФГБОУ ВО УГМУ Минздрава России,Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://usma.ru/,https://usma.ru/sveden/files/DK_GIA_2023.pdf,"Adobe Acrobat, Adobe After Effects, Adobe Audition, Adobe Bridge, Adobe Dreamweaver, Adobe Illustrator, Adobe InCopy, Adobe InDesign, Adobe Lightroom, Adobe Media Encoder, Adobe Photoshop, Adobe Premiere Pro, Adobe Premiere Rush, Adobe XD, Autodesk 3ds Max, Autodesk AutoCAD, Autodesk Maya, Autodesk Revit, Bitrix24, CorelDRAW, Corel PaintShop Pro, Corel VideoStudio, EndNote, Google Workspace, IBM SPSS Statistics, Kaspersky Endpoint Security, MATLAB, Maxima, Microsoft Azure, Microsoft Office, Microsoft OneDrive, Microsoft PowerPoint, Microsoft Project, Microsoft Visio, Microsoft Visual Studio, Microsoft Windows, MYOB, QuickBooks, Tableau Server, Wolfram Mathematica, ArchiCAD, Autodesk Civil 3D, System Center Configuration Manager, Adobe Captivate, Unigraphics, 1C:Enterprise, 3DMAX, Anti-Plagiarism System, Astra Linux Special Edition, Aquiline, Azure DevOps, Debian, Drupal, Ephorus, Foxit PhantomPDF, Git, Illustrator Draw, IntelliJ IDEA, JabRef, Jenkins, LibreOffice, Microsoft SharePoint, Moodle, Novell ZENworks, Okta, OpenCart, OpenLearning, PuTTY, Python, Radeon Software, Safe Exam Browser, SolidWorks, TeamCity, VMware Horizon, VMware vRealize Operations."
657,"УрГПУ, ФГБОУ ВО «УрГПУ», ФГБОУ ВО «Уральский государственный педагогический университет», Уральский государственный педагогический университет",Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный педагогический университет»,https://uspu.ru/,http://elar.uspu.ru/bitstream/uspu/17198/2/2022Saenko.pdf,"Adobe Acrobat Reader, Google Chrome, Mozilla Firefox, Microsoft Office."
658,"ФГБОУ ВО «Уральский государственный экономический университет», Уральский государственный экономический университет, УрГЭУ",Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный экономический университет»,https://www.usue.ru/,"https://www.usue.ru/sveden/files/B1.O.16_Vychislitelynye_sistemy,_seti_i_telekommunikacii(16).docx","Microsoft Office, Autodesk Inventor, AutoCAD, CorelDRAW, Adobe Illustrator, Adobe Photoshop, 1С, ABS NAMA, ANSYS, Autodesk Maya, Citrix Virtual Apps, Intel Visual Fortran, McObject eXtremeDB, Oracle Database, Microsoft SQL Server, InfoCarta."
