ShortName,RegionName,FullName,WebSite
ФГБОУ ВО СПХФУ Минздрава России,г. Санкт-Петербург,федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный химико-фармацевтический университет» Министерства здравоохранения Российской Федерации,
"СПбГЭУ, ФГБОУ ВО «СПбГЭУ»",г. Санкт-Петербург,федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный экономический университет»,www.unecon.ru
"Санкт-Петербургский университет ГПС МЧС России; ФГБОУ ВО «Санкт-Петербургский университет ГПС МЧС России»; Санкт-Петербургский университет Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий; СПБ УГПС МЧС России",г. Санкт-Петербург,"федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский университет Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий имени Героя Российской Федерации генерала армии Е.Н. Зиничева»",NULL
Саратовская государственная консерватория имени Л.В. Собинова,Саратовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовская государственная консерватория имени Л.В. Собинова»,NULL
ФГБОУ ВО «СГЮА»,Саратовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовская государственная юридическая академия»,сгюа.рф
ФГБОУ ВО Саратовский ГМУ им. В.И. Разумовского Минздрава России,Саратовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский государственный медицинский университет имени В.И. Разумовского» Министерства здравоохранения Российской Федерации,NULL
СГТУ имени Гагарина Ю.А.; Саратовский университет,Саратовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский государственный технический университет имени Гагарина Ю.А.»,http://sstu.ru
ФГБОУ ВО Вавиловский университет,Саратовская область,"федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский государственный университет генетики, биотехнологии и инженерии имени Н.И. Вавилова»",http://www.sgau.ru
"Саратовский университет, СГУ, ФГБОУ ВО «СГУ имени Н.Г. Чернышевского»",Саратовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский национальный исследовательский государственный университет имени Н.Г. Чернышевского»,http://www.sgu.ru/
"СахГУ, ФГБОУ ВО «СахГУ», ФГБОУ ВО «Сахалинский государственный университет», Сахалинский государственный университет",Сахалинская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Сахалинский государственный университет»,http://sakhgu.ru
ФГБОУ ВО СГМУ (г. Архангельск) Минздрава России,Архангельская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Северный государственный медицинский университет» Министерства здравоохранения Российской Федерации,
ФГБОУ ВО СГМУ (г. Архангельск) Минздрава России,Архангельская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Северный государственный медицинский университет» Министерства здравоохранения Российской Федерации,
"ФГБОУ ВО «СВГУ», Северо-Восточный государственный университет, СВГУ",Магаданская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Восточный государственный университет»,http://www.svgu.ru/
ФГБОУ ВО СЗГМУ им. И.И. Мечникова Минздрава России,г. Санкт-Петербург,федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Западный государственный медицинский университет имени И.И. Мечникова» Министерства здравоохранения Российской Федерации,www.szgmu.ru
"ФГБОУ ВО ""СевКавГА"", Северо-Кавказская государственная академия, СКГА",Карачаево-Черкесская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Кавказская государственная академия»,http://ncshta.ru/; NCSHTA.RU
ФГБОУ ВО «СКГМИ (ГТУ)»,Республика Северная Осетия - Алания,федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Кавказский горно-металлургический институт (государственный технологический университет)»,http://www.skgmi-gtu.ru
Северо-Кавказский государственный институт искусств,Кабардино-Балкарская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Кавказский государственный институт искусств»,
ФГБОУ ВО СОГМА Минздрава России,Республика Северная Осетия - Алания,федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Осетинская государственная медицинская академия» Министерства здравоохранения Российской Федерации,
СОГУ,Республика Северная Осетия - Алания,федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Осетинский государственный университет имени Коста Левановича Хетагурова»,http://www.nosu.ru
ФГБОУ ВО Сибирская пожарно-спасательная академия ГПС МЧС России,Красноярский край,"федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирская пожарно-спасательная академия» Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий»",
ФГБОУ ВО «СибАДИ»,Омская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный автомобильно-дорожный университет (СибАДИ)»,sibadi.org
"ФГБОУ ВО «СибГИУ», ФГБОУ ВО «Сибирский государственный индустриальный университет», СибГИУ, Сибирский государственный индустриальный университет",Кемеровская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный индустриальный университет»,http://www.sibsiu.ru
Сибирский государственный институт искусств имени Дмитрия Хворостовского,Красноярский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный институт искусств имени Дмитрия Хворостовского»,www.kgii.ru
ФГБОУ ВО СибГМУ Минздрава России,Томская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный медицинский университет» Министерства здравоохранения Российской Федерации,
"ФГБОУ ВО «Сибирский государственный университет геосистем и технологий», Сибирский государственный университет геосистем и технологий, СГУГИТ, ФГБОУ ВО «СГУГИТ»",Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет геосистем и технологий»,http://sgugit.ru/
"Сибирский университет науки и технологий, Сибирский государственный университет, ФГБОУ ВО «Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева», СибГУ им. М.Ф. Решетнева",Красноярский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева»,www.sibsau.ru
"ФГБОУ ВО «Сибирский государственный университет путей сообщения», ФГБОУ ВО СГУПС, СГУПС",Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет путей сообщения»,NULL
СибГУТИ,Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет телекоммуникаций и информатики»,
ФГБОУ ВО Смоленская ГСХА,Смоленская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Смоленская государственная сельскохозяйственная академия»,http://sgsha.ru/
ФГБОУ ВО СГМУ Минздрава России,Смоленская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Смоленский государственный медицинский университет» Министерства здравоохранения Российской Федерации,
СмолГУ,Смоленская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Смоленский государственный университет»,www.smolgu.ru
"ФГБОУ ВО «СГУ», СГУ, Сочинский государственный университет, ФГБОУ ВО «Сочинский государственный университет»",Краснодарский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Сочинский государственный университет»,http://www.sutr.ru
"ФГБОУ ВО Ставропольский ГАУ, ФГБОУ ВО СТГАУ, СТГАУ",Ставропольский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Ставропольский государственный аграрный университет»,www.stgau.ru
ФГБОУ ВО «СГУ им. Питирима Сорокина»,Республика Коми,федеральное государственное бюджетное образовательное учреждение высшего образования «Сыктывкарский государственный университет имени Питирима Сорокина»,http://syktsu.ru/
ФГБОУ ВО «ТГТУ»,Тамбовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тамбовский государственный технический университет»,http://www.tstu.ru/
"ФГБОУ ВО «Тамбовский государственный университет имени Г.Р. Державина», ТГУ им. Г.Р. Державина",Тамбовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тамбовский государственный университет имени Г.Р. Державина»,http://www.tsutmb.ru/
ФГБОУ ВО Тверская ГСХА,Тверская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тверская государственная сельскохозяйственная академия»,
ФГБОУ ВО Тверской ГМУ Минздрава России,Тверская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тверской государственный медицинский университет» Министерства здравоохранения Российской Федерации,www.tvgmu.ru
"ТвГТУ, ФГБОУ ВО ТвГТУ, ФГБОУ ВО «Тверской государственный технический университет»",Тверская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тверской государственный технический университет»,http://www.tstu.tver.ru/
"ФГБОУ ВО «Тверской государственный университет», Тверской государственный университет, ТвГУ",Тверская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тверской государственный университет»,http://university.tversu.ru/
Театральный институт имени Бориса Щукина,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Театральный институт имени Бориса Щукина при Государственном академическом театре имени Евгения Вахтангова»,
ФГБОУ ВО ТГМУ Минздрава России,Приморский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Тихоокеанский государственный медицинский университет» Министерства здравоохранения Российской Федерации,
"Тихоокеанский государственный университет, ФГБОУ ВО «ТОГУ», ТОГУ, ФГБОУ ВО  «Тихоокеанский государственный университет»",Хабаровский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Тихоокеанский государственный университет»,http://pnu.edu.ru
"ФГБОУ ВО «Тольяттинский государственный университет», Тольяттинский государственный университет, ТГУ",Самарская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тольяттинский государственный университет»,http://www.tltsu.ru
"ФГБОУ ВО «Томский государственный архитектурно-строительный  университет», Томский государственный архитектурно-строительный университет, ТГАСУ",Томская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Томский государственный архитектурно-строительный университет»,www.tsuab.ru
"ФГБОУ ВО «Томский государственный педагогический университет», Томский государственный педагогический университет, ТГПУ",Томская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Томский государственный педагогический университет»,www.tspu.edu.ru
"ТУСУР, ФГБОУ ВО «ТУСУР», ФГБОУ ВО «Томский государственный университет систем управления и радиоэлектроники», Томский государственный университет систем управления и радиоэлектроники",Томская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Томский государственный университет систем управления и радиоэлектроники»,https://tusur.ru
"Тувинский государственный университет, ТувГУ",Республика Тыва,федеральное государственное бюджетное образовательное учреждение высшего образования «Тувинский государственный университет»,http://tuvsu.ru/
"ФГБОУ ВО «ТУЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. Л.Н. ТОЛСТОГО», ТУЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. Л.Н. ТОЛСТОГО, ФГБОУ ВО «ТГПУ ИМ. Л.Н. ТОЛСТОГО», ТГПУ ИМ. Л.Н. ТОЛСТОГО, УНИВЕРСИТЕТ ЛЬВА ТОЛСТОГО, ТОЛСТОВСКИЙ УНИВЕРСИТЕТ, ТУЛЬСКИЙ ПЕДАГОГИЧЕСКИЙ",Тульская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тульский государственный педагогический университет им. Л.Н. Толстого»,tsput.ru
"Тульский государственный университет, ФГБОУ ВО «Тульский государственный университет», ФГБОУ ВО «ТулГУ», ТулГУ",Тульская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тульский государственный университет»,https://tulsu.ru/
Тюменский государственный институт культуры,Тюменская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тюменский государственный институт культуры»,http://tumgik.ru/
ФГБОУ ВО Тюменский ГМУ Минздрава России,Тюменская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тюменский государственный медицинский университет» Министерства здравоохранения Российской Федерации,www.tyumsmu.ru
"ФГБОУ ВО «Тюменский индустриальный университет», ФГБОУ ВО «ТИУ», Тюменский индустриальный университет, ТИУ",Тюменская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тюменский индустриальный университет»,www.tyuiu.ru
"Удмуртский ГАУ, УдГАУ",Удмуртская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Удмуртский государственный аграрный университет»,izhgsha.ru
"ФГБОУ ВО «УдГУ», УдГУ, ФГБОУ ВО «Удмуртский государственный университет»",Удмуртская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Удмуртский государственный университет»,http://udsu.ru/
ФГБОУ ВО Ульяновский ГАУ,Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский государственный аграрный университет имени П.А. Столыпина»,http://ulsau.ru/
"Ульяновский государственный педагогический университет имени И.Н. Ульянова, УлГПУ им. И.Н. Ульянова, ФГБОУ ВО «Ульяновский государственный педагогический университет имени И.Н. Ульянова», ФГБОУ ВО «УлГПУ им. И.Н. Ульянова»",Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский государственный педагогический университет имени И.Н. Ульянова»,www.ulspu.ru
"УлГТУ, Ульяновский государственный технический университет",Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский государственный технический университет»,htpp://.ulstu.ru
"Ульяновский государственный университет, УлГУ, ФГБОУ ВО «Ульяновский государственный университет»",Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский государственный университет»,www.ulsu.ru
ФГБОУ ВО УИ ГА,Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский институт гражданской авиации имени Главного маршала авиации Б.П. Бугаева»,
государственный университет «Дубна»,Московская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Университет «Дубна»,https://uni-dubna.ru/
Уральская государственная консерватория имени М.П.Мусоргского,Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральская государственная консерватория имени М.П. Мусоргского»,
ФГБОУ ВО Уральский ГАУ,Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный аграрный университет»,http://urgau.ru/
"ФГБОУ ВО «Уральский государственный архитектурно-художественный университет имени Н.С. Алфёрова», Уральский государственный архитектурно-художественный университет имени Н.С. Алфёрова, Уральский государственный архитектурно-художественный университет, УрГАХУ имени Н.С. Алфёрова, УрГАХУ",Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный архитектурно-художественный университет имени Н.С. Алфёрова»,www.usaaa.ru
ФГБОУ ВО «УГГУ»,Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный горный университет»,http://www.ursmu.ru/
ФГБОУ ВО УГМУ Минздрава России,Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://usma.ru/
"УрГПУ, ФГБОУ ВО «УрГПУ», ФГБОУ ВО «Уральский государственный педагогический университет», Уральский государственный педагогический университет",Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный педагогический университет»,www.uspu.ru
"ФГБОУ ВО «Уральский государственный экономический университет», Уральский государственный экономический университет, УрГЭУ",Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный экономический университет»,www.usue.ru
"УрГЮУ имени В.Ф. Яковлева, ФГБОУ ВО «Уральский государственный юридический университет имени В.Ф. Яковлева», Уральский государственный юридический университет имени В.Ф. Яковлева, ФГБОУ ВО «УрГЮУ имени В.Ф. Яковлева»",Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный юридический университет имени В.Ф. Яковлева»,http://www.usla.ru/
"Уральский институт Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий,ФГБОУ ВО Уральский институт ГПС МЧС России, Уральский институт ГПС МЧС России, УИГПС МЧС России",Свердловская область,"федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский институт Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий»",NULL
Уфимский государственный институт искусств имени Загира Исмагилова,Республика Башкортостан,федеральное государственное бюджетное образовательное учреждение высшего образования «Уфимский государственный институт искусств имени Загира Исмагилова»,
"ФГБОУ ВО «УГНТУ», УГНТУ, Уфимский государственный нефтяной технический университет",Республика Башкортостан,федеральное государственное бюджетное образовательное учреждение высшего образования «Уфимский государственный нефтяной технический университет»,http://rusoil.net/
ФГБОУ ВО «Уфимский университет науки и технологий»; Уфимский университет; Уфимский университет науки и технологий; УУНиТ,Республика Башкортостан,федеральное государственное бюджетное образовательное учреждение высшего образования «Уфимский университет науки и технологий»,
"ФГБОУ ВО «УГТУ», Ухтинский государственный технический университет, УГТУ",Республика Коми,федеральное государственное бюджетное образовательное учреждение высшего образования «Ухтинский государственный технический университет»,www.ugtu.net
Хабаровский государственный институт культуры,Хабаровский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Хабаровский государственный институт культуры»,
"ФГБОУ ВО «ХГУ им. Н.Ф. Катанова», Хакасский государственный университет им. Н.Ф. Катанова",Республика Хакасия,федеральное государственное бюджетное образовательное учреждение высшего образования «Хакасский государственный университет им. Н.Ф. Катанова»,http://www.khsu.ru
ЦМШ - Академия исполнительского искусства,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Центральная музыкальная школа – Академия исполнительского искусства»,
Челябинский государственный институт культуры,Челябинская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Челябинский государственный институт культуры»,
ФГБОУ ВО «ЧелГУ»,Челябинская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Челябинский государственный университет»,http://www.csu.ru/
Череповецкий государственный университет,Вологодская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Череповецкий государственный университет»,https://www.chsu.ru/
"ФГБОУ ВО «Чеченский государственный педагогический университет», Чеченский государственный педагогический университет, ЧГПУ",Чеченская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Чеченский государственный педагогический университет»,http://chspu.ru
ФГБОУ ВО «Чеченский государственный университет им. А.А. Кадырова»,Чеченская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Чеченский государственный университет имени Ахмата Абдулхамидовича Кадырова»,www.chesu.ru
ФГБОУ ВО ЧГМА Минздрава России,Забайкальский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Читинская государственная медицинская академия» Министерства здравоохранения Российской Федерации,
ФГБОУ ВО Чувашский ГАУ,Чувашская Республика - Чувашия,федеральное государственное бюджетное образовательное учреждение высшего образования «Чувашский государственный аграрный университет»,
"ЧГПУ им. И.Я. Яковлева, Чувашский государственный педагогический университет им. И.Я. Яковлева",Чувашская Республика - Чувашия,федеральное государственное бюджетное образовательное учреждение высшего образования «Чувашский государственный педагогический университет им. И.Я. Яковлева»,
ФГБОУ ВО  «ЧГУ им. И.Н. Ульянова»,Чувашская Республика - Чувашия,федеральное государственное бюджетное образовательное учреждение высшего образования «Чувашский государственный университет имени И.Н. Ульянова»,chuvsu.ru
ФГБОУ ВО «Шадринский государственный педагогический университет»,Курганская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Шадринский государственный педагогический университет»,shgpi.edu.ru
Школа-студия МХАТ,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Школа-студия (институт) имени Вл.И.Немировича-Данченко при Московском Художественном академическом театре имени А.П.Чехова»,
"ФГБОУ ВО «Юго-Западный государственный университет», Юго-Западный государственный университет, ФГБОУ ВО «ЮЗГУ», ЮЗГУ",Курская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Юго-Западный государственный университет»,https://www.swsu.ru/
"ФГБОУ ВО «ЮГУ», Югорский государственный университет, ЮГУ, ФГБОУ ВО «Югорский государственный университет»",Ханты-Мансийский автономный округ - Югра,федеральное государственное бюджетное образовательное учреждение высшего образования «Югорский государственный университет»,www.ugrasu.ru
"ЮРГПУ (НПИ), ФГБОУ ВО «ЮРГПУ (НПИ) имени М.И. Платова», Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова, ФГБОУ ВО «Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова»",Ростовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова»,http://www.npi-tu.ru/
