,ShortName,RegionName,FullName,WebSite
644,"Удмуртский ГАУ, УдГАУ",Удмуртская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Удмуртский государственный аграрный университет»,https://udsau.ru/
645,"ФГБОУ ВО «УдГУ», УдГУ, ФГБОУ ВО «Удмуртский государственный университет»",Удмуртская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Удмуртский государственный университет»,https://udsu.ru/
646,ФГБОУ ВО Ульяновский ГАУ,Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский государственный аграрный университет имени П.А. Столыпина»,https://ulsau.ru/
647,"Ульяновский государственный педагогический университет имени И.Н. Ульянова, УлГПУ им. И.Н. Ульянова, ФГБОУ ВО «Ульяновский государственный педагогический университет имени И.Н. Ульянова», ФГБОУ ВО «УлГПУ им. И.Н. Ульянова»",Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский государственный педагогический университет имени И.Н. Ульянова»,https://www.ulspu.ru/
648,"УлГТУ, Ульяновский государственный технический университет",Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский государственный технический университет»,https://ulstu.ru/
649,"Ульяновский государственный университет, УлГУ, ФГБОУ ВО «Ульяновский государственный университет»",Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский государственный университет»,https://ulsu.ru/
650,ФГБОУ ВО УИ ГА,Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский институт гражданской авиации имени Главного маршала авиации Б.П. Бугаева»,https://www.uvauga.ru/
651,государственный университет «Дубна»,Московская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Университет «Дубна»,https://uni-dubna.ru/
652,Уральская государственная консерватория имени М.П.Мусоргского,Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральская государственная консерватория имени М.П. Мусоргского»,https://www.uralconsv.org/
653,ФГБОУ ВО Уральский ГАУ,Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный аграрный университет»,https://urgau.ru/
654,"ФГБОУ ВО «Уральский государственный архитектурно-художественный университет имени Н.С. Алфёрова», Уральский государственный архитектурно-художественный университет имени Н.С. Алфёрова, Уральский государственный архитектурно-художественный университет, УрГАХУ имени Н.С. Алфёрова, УрГАХУ",Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный архитектурно-художественный университет имени Н.С. Алфёрова»,https://www.usaaa.ru/
655,ФГБОУ ВО «УГГУ»,Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный горный университет»,https://www.ursmu.ru/
656,ФГБОУ ВО УГМУ Минздрава России,Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://usma.ru/
657,"УрГПУ, ФГБОУ ВО «УрГПУ», ФГБОУ ВО «Уральский государственный педагогический университет», Уральский государственный педагогический университет",Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный педагогический университет»,https://uspu.ru/
658,"ФГБОУ ВО «Уральский государственный экономический университет», Уральский государственный экономический университет, УрГЭУ",Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный экономический университет»,https://www.usue.ru/
659,"УрГЮУ имени В.Ф. Яковлева, ФГБОУ ВО «Уральский государственный юридический университет имени В.Ф. Яковлева», Уральский государственный юридический университет имени В.Ф. Яковлева, ФГБОУ ВО «УрГЮУ имени В.Ф. Яковлева»",Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный юридический университет имени В.Ф. Яковлева»,https://www.usla.ru/
660,"Уральский институт Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий,ФГБОУ ВО Уральский институт ГПС МЧС России, Уральский институт ГПС МЧС России, УИГПС МЧС России",Свердловская область,"федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский институт Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий»",https://uigps.ru/
661,Уфимский государственный институт искусств имени Загира Исмагилова,Республика Башкортостан,федеральное государственное бюджетное образовательное учреждение высшего образования «Уфимский государственный институт искусств имени Загира Исмагилова»,https://ufaart.ru/
662,"ФГБОУ ВО «УГНТУ», УГНТУ, Уфимский государственный нефтяной технический университет",Республика Башкортостан,федеральное государственное бюджетное образовательное учреждение высшего образования «Уфимский государственный нефтяной технический университет»,https://rusoil.net/
663,ФГБОУ ВО «Уфимский университет науки и технологий»; Уфимский университет; Уфимский университет науки и технологий; УУНиТ,Республика Башкортостан,федеральное государственное бюджетное образовательное учреждение высшего образования «Уфимский университет науки и технологий»,https://uust.ru/
664,"ФГБОУ ВО «УГТУ», Ухтинский государственный технический университет, УГТУ",Республика Коми,федеральное государственное бюджетное образовательное учреждение высшего образования «Ухтинский государственный технический университет»,https://www.ugtu.net/
665,Хабаровский государственный институт культуры,Хабаровский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Хабаровский государственный институт культуры»,https://www.hgiik.ru/
666,"ФГБОУ ВО «ХГУ им. Н.Ф. Катанова», Хакасский государственный университет им. Н.Ф. Катанова",Республика Хакасия,федеральное государственное бюджетное образовательное учреждение высшего образования «Хакасский государственный университет им. Н.Ф. Катанова»,https://khsu.ru/
667,ЦМШ - Академия исполнительского искусства,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Центральная музыкальная школа – Академия исполнительского искусства»,http://cmsmoscow.ru/
668,Челябинский государственный институт культуры,Челябинская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Челябинский государственный институт культуры»,https://chgik.ru/
669,ФГБОУ ВО «ЧелГУ»,Челябинская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Челябинский государственный университет»,https://www.csu.ru/
670,Череповецкий государственный университет,Вологодская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Череповецкий государственный университет»,https://www.chsu.ru/
671,"ФГБОУ ВО «Чеченский государственный педагогический университет», Чеченский государственный педагогический университет, ЧГПУ",Чеченская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Чеченский государственный педагогический университет»,https://chspu.ru/
672,ФГБОУ ВО «Чеченский государственный университет им. А.А. Кадырова»,Чеченская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Чеченский государственный университет имени Ахмата Абдулхамидовича Кадырова»,https://www.chesu.ru/
673,ФГБОУ ВО ЧГМА Минздрава России,Забайкальский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Читинская государственная медицинская академия» Министерства здравоохранения Российской Федерации,https://chitgma.ru/
674,ФГБОУ ВО Чувашский ГАУ,Чувашская Республика - Чувашия,федеральное государственное бюджетное образовательное учреждение высшего образования «Чувашский государственный аграрный университет»,http://academy21.ru/
675,"ЧГПУ им. И.Я. Яковлева, Чувашский государственный педагогический университет им. И.Я. Яковлева",Чувашская Республика - Чувашия,федеральное государственное бюджетное образовательное учреждение высшего образования «Чувашский государственный педагогический университет им. И.Я. Яковлева»,https://1.chgpu.edu.ru/
676,ФГБОУ ВО  «ЧГУ им. И.Н. Ульянова»,Чувашская Республика - Чувашия,федеральное государственное бюджетное образовательное учреждение высшего образования «Чувашский государственный университет имени И.Н. Ульянова»,https://www.chuvsu.ru/
677,ФГБОУ ВО «Шадринский государственный педагогический университет»,Курганская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Шадринский государственный педагогический университет»,http://shgpi.edu.ru/
678,Школа-студия МХАТ,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Школа-студия (институт) имени Вл.И.Немировича-Данченко при Московском Художественном академическом театре имени А.П.Чехова»,http://mhatschool.ru/
679,"ФГБОУ ВО «Юго-Западный государственный университет», Юго-Западный государственный университет, ФГБОУ ВО «ЮЗГУ», ЮЗГУ",Курская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Юго-Западный государственный университет»,https://swsu.ru/
680,"ФГБОУ ВО «ЮГУ», Югорский государственный университет, ЮГУ, ФГБОУ ВО «Югорский государственный университет»",Ханты-Мансийский автономный округ - Югра,федеральное государственное бюджетное образовательное учреждение высшего образования «Югорский государственный университет»,https://www.ugrasu.ru/
681,"ЮРГПУ (НПИ), ФГБОУ ВО «ЮРГПУ (НПИ) имени М.И. Платова», Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова, ФГБОУ ВО «Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова»",Ростовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова»,https://www.npi-tu.ru/
682,ФГБОУ ВО Южно-Уральский ГАУ,Челябинская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Южно-Уральский государственный аграрный университет»,http://юургау.рф/
683,ФГБОУ ВО «ЮУрГГПУ»,Челябинская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Южно-Уральский государственный гуманитарно-педагогический университет»,https://www.cspu.ru/
684,ФГБОУ ВО ЮУГМУ Минздрава России,Челябинская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Южно-Уральский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://susmu.su/
685,ФГБОУ ВО ЯГМУ Минздрава России,Ярославская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ярославский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://ysmu.ru/
686,"Ярославский государственный педагогический университет им. К.Д. Ушинского, ФГБОУ ВО «Ярославский государственный педагогический университет им. К.Д. Ушинского», ЯГПУ им. К.Д. Ушинского",Ярославская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ярославский государственный педагогический университет им. К.Д. Ушинского»,https://yspu.org/
687,Ярославский государственный театральный институт имени Фирса Шишигина,Ярославская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ярославский государственный театральный институт имени Фирса Шишигина»,https://www.theatrins-yar.ru/
688,"ФГБОУ ВО ""ЯГТУ"", ЯГТУ, Ярославский государственный технический университет",Ярославская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ярославский государственный технический университет»,https://www.ystu.ru/
689,"ФГБОУ ВО «Ярославский государственный университет им. П.Г. Демидова», Ярославский государственный университет им. П.Г. Демидова, Ярославский госуниверситет им. П.Г. Демидова, ЯрГУ им. П.Г. Демидова, ЯрГУ",Ярославская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ярославский государственный университет им. П.Г. Демидова»,https://www.uniyar.ac.ru/
690,Университет Вернадского; РГУНХ Минсельхоза России,Московская область,федеральное государственное бюджетное образовательное учреждение высшего образования Министерства сельского хозяйства Российской Федерации «Российский государственный университет народного хозяйства имени В.И.Вернадского»,https://rgunh.ru/
691,"ФГБОУ ИВО «Российский государственный университет социальных технологий», ФГБОУ ИВО «РГУ СОЦТЕХ», РГУ СОЦТЕХ",г. Москва,федеральное государственное бюджетное образовательное учреждение инклюзивного высшего образования «Российский государственный университет социальных технологий»,https://mggeu.ru/
692,"НИЦ ""Курчатовский институт"" - ГосНИИгенетика",г. Москва,федеральное государственное бюджетное учреждение «Государственный научно-исследовательский институт генетики и селекции промышленных микроорганизмов Национального исследовательского центра «Курчатовский институт»,http://www.genetika.ru/
693,Уфимский юридический институт МВД России; ФГКОУ ВО УЮИ МВД России; Уфимский ЮИ МВД России,Республика Башкортостан,федеральное государственное казенное  образовательное учреждение высшего образования «Уфимский юридический институт Министерства внутренних дел Российской Федерации»,https://уюи.мвд.рф/
694,Тихоокеанское высшее военно-морское училище или ТОВВМУ,Приморский край,федеральное государственное казенное военное образовательное учреждение высшего образования «Тихоокеанское высшее военно-морское училище имени С.О.Макарова» Министерства обороны Российской Федерации (г. Владивосток),https://tovvmu.mil.ru/
695,Общевойсковая академия или  ОВА,г. Москва,федеральное государственное казенное военное образовательное учреждение высшего образования  «Военный учебно-научный центр Сухопутных войск «Общевойсковая ордена Жукова академия Вооруженных Сил Российской Федерации»,https://ova.mil.ru/
696,"Казанское высшее танковое командное училище, КВТКУ",Республика Татарстан (Татарстан),"федеральное государственное казенное военное образовательное учреждение высшего образования ""Казанское высшее танковое командное ордена Жукова Краснознаменное училище"" Министерства обороны Российской Федерации",https://kvtkku.mil.ru/
697,Московское высшее общевойсковое командное училище или МВОКУ,г. Москва,"федеральное государственное казенное военное образовательное учреждение высшего образования ""Московское высшее общевойсковое командное орденов Жукова, Ленина и Октябрьской Революции Краснознаменное училище"" Министерства обороны Российской Федерации",https://mvoku.mil.ru/
698,Академия ФСО России,Орловская область,федеральное государственное казенное военное образовательное учреждение высшего образования «Академия Федеральной службы охраны Российской Федерации»,https://academ.msk.rsnet.ru/
699,ФГКВОУ ВО «ВАГШ ВС РФ»,г. Москва,федеральное государственное казенное военное образовательное учреждение высшего образования «Военная академия Генерального штаба Вооруженных Сил Российской Федерации»,https://vagsh.mil.ru/
700,Военная академия Министерства обороны Российской Федерации или ВА МО РФ,г. Москва,федеральное государственное казенное военное образовательное учреждение высшего образования «Военная академия Министерства обороны Российской Федерации»,https://vumo.mil.ru/
701,Военная академия РВСН имени Петра Великого  или ВА РВСН,г. Москва,федеральное государственное казенное военное образовательное учреждение высшего образования «Военная академия Ракетных войск стратегического назначения имени Петра Великого» Министерства обороны Российской Федерации,https://varvsn.mil.ru/
702,"Военная академия воздушно-космической обороны, ВА ВКО",Тверская область,федеральное государственное казенное военное образовательное учреждение высшего образования «Военная академия воздушно-космической обороны имени Маршала Советского Союза Г.К. Жукова» Министерства обороны Российской Федерации,https://vavko.mil.ru/
703,"Военная академия войсковой противовоздушной обороны Вооруженных Сил Российской Федерации имени Маршала Советского Союза А.М. Василевского, Военная академия войсковой противовоздушной обороны или ВА ВПВО ВС РФ",Смоленская область,федеральное государственное казенное военное образовательное учреждение высшего образования «Военная академия войсковой противовоздушной обороны Вооруженных Сил Российской Федерации имени Маршала Советского Союза А.М.Василевского» Министерства обороны Российской Федерации,https://vavpvo.mil.ru/
704,Военная академия материально-технического обеспечения или ВА МТО,г. Санкт-Петербург,федеральное государственное казенное военное образовательное учреждение высшего образования «Военная академия материально-технического обеспечения имени генерала армии А.В.Хрулева» Министерства обороны Российской Федерации,https://vamto.mil.ru/
705,Военная академия РХБ защиты; ВА РХБЗ,Костромская область,"федеральное государственное казенное военное образовательное учреждение высшего образования «Военная академия радиационной, химической и биологической защиты имени Маршала Советского Союза С.К. Тимошенко (г. Кострома)» Министерства обороны Российской Федерации",https://varhbz.mil.ru/
706,Военная академия связи,г. Санкт-Петербург,федеральное государственное казенное военное образовательное учреждение высшего образования «Военная орденов Жукова и Ленина Краснознаменная академия связи имени Маршала Советского Союза С.М. Буденного» Министерства обороны Российской Федерации,https://vas.mil.ru/
707,Военный институт физической культуры,г. Санкт-Петербург,федеральное государственное казенное военное образовательное учреждение высшего образования «Военный институт физической культуры» Министерства обороны Российской Федерации,https://vifk.mil.ru/
708,Военный университет радиоэлектроники,Вологодская область,федеральное государственное казенное военное образовательное учреждение высшего образования «Военный ордена Жукова университет радиоэлектроники» Министерства обороны Российской Федерации,https://vure.mil.ru/
709,ФГКУ «Военный университет»,г. Москва,федеральное государственное казенное военное образовательное учреждение высшего образования «Военный университет» Министерства обороны Российской Федерации,https://vumo.mil.ru/
710,"ВУНЦ ВМФ «Военно-морская академия», ФГКВОУВО ВУНЦ ВМФ «ВМА», Военный учебно-научный центр Военно-Морского Флота «Военно-морская академия», Военно-морская академия",г. Санкт-Петербург,федеральное государственное казенное военное образовательное учреждение высшего образования «Военный учебно-научный центр Военно-Морского Флота «Военно-морская академия имени Адмирала Флота Советского Союза Н.Г.Кузнецова»,https://vma.mil.ru/
711,ВУНЦ ВВС «ВВА»,Воронежская область,федеральное государственное казенное военное образовательное учреждение высшего образования «Военный учебно-научный центр Военно-воздушных сил «Военно-воздушная академия имени профессора Н.Е. Жуковского и Ю.А. Гагарина» (г. Воронеж) Министерства обороны Российской Федерации,https://vva.mil.ru/
712,"Дальневосточное высшее общевойсковое командное училище, ДВОКУ",Амурская область,федеральное государственное казенное военное образовательное учреждение высшего образования «Дальневосточное высшее общевойсковое командное ордена Жукова училище имени Маршала Советского Союза К.К.Рокоссовского» Министерства обороны Российской Федерации,https://dvoku.mil.ru/
713,Краснодарское высшее военное авиационное училище летчиков,Краснодарский край,федеральное государственное казенное военное образовательное учреждение высшего образования «Краснодарское высшее военное авиационное училище летчиков имени Героя Советского Союза А.К.Серова» Министерства обороны Российской Федерации,https://kvvaul.mil.ru/
714,Краснодарское высшее военное училище,Краснодарский край,федеральное государственное казенное военное образовательное учреждение высшего образования «Краснодарское высшее военное орденов Жукова и Октябрьской Революции Краснознаменное училище имени генерала армии С.М.Штеменко» Министерства обороны Российской Федерации,https://kvvu.mil.ru/
715,Михайловская военная артиллерийская академия,г. Санкт-Петербург,федеральное государственное казенное военное образовательное учреждение высшего образования «Михайловская военная артиллерийская академия» Министерства обороны Российской Федерации,https://mvaa.mil.ru/
716,Новосибирский военный ордена Жукова институт войск национальной гвардии; НВИ войск национальной гвардии,Новосибирская область,федеральное государственное казенное военное образовательное учреждение высшего образования «Новосибирский военный ордена Жукова институт имени генерала армии И.К. Яковлева войск национальной гвардии Российской Федерации»,https://nvi.rosguard.gov.ru/
717,Новосибирское высшее военное командное училище; НВВКУ,Новосибирская область,федеральное государственное казенное военное образовательное учреждение высшего образования «Новосибирское высшее военное командное училище» Министерства обороны Российской Федерации (г. Новосибирск),https://nvvku.mil.ru/
718,Пермский военный институт войск национальной гвардии; ПВИ войск национальной гвардии,Пермский край,федеральное государственное казенное военное образовательное учреждение высшего образования «Пермский военный институт войск национальной гвардии Российской Федерации»,https://pvi.rosguard.gov.ru/
719,РВВДКУ,Рязанская область,федеральное государственное казенное военное образовательное учреждение высшего образования «Рязанское гвардейское высшее воздушно-десантное ордена Суворова дважды Краснознаменное командное училище имени генерала армии В.Ф.Маргелова» Министерства обороны Российской Федерации,https://rvvdku.mil.ru/
720,Санкт-Петербургский военный ордена Жукова институт войск национальной гвардии; СПВИ войск национальной гвардии,г. Санкт-Петербург,федеральное государственное казенное военное образовательное учреждение высшего образования «Санкт-Петербургский военный ордена Жукова институт войск национальной гвардии Российской Федерации»,https://spvi.rosguard.gov.ru/
721,Саратовский военный ордена Жукова Краснознаменный институт войск национальной гвардии; СВКИ  войск национальной гвардии,Саратовская область,федеральное государственное казенное военное образовательное учреждение высшего образования «Саратовский военный ордена Жукова Краснознаменный институт войск национальной гвардии Российской Федерации»,https://svki.rosguard.gov.ru/
722,"Тюменское высшее военно-инженерное командное училище, Тюменское ВВИКУ, ТВВИКУ",Тюменская область,федеральное государственное казенное военное образовательное учреждение высшего образования «Тюменское высшее военно-инженерное командное училище имени маршала инженерных войск А.И.Прошлякова» Министерства обороны Российской Федерации,https://tvviku.mil.ru/
723,Ярославское высшее военное училище противовоздушной обороны,Ярославская область,федеральное государственное казенное военное образовательное учреждение высшего образования «Ярославское высшее военное училище противовоздушной обороны» Министерства обороны Российской Федерации,https://yavvupvo.mil.ru/
724,Санкт-Петербургская академия Следственного комитета,г. Санкт-Петербург,федеральное государственное казенное образовательное учреждение высшего образования  «Санкт-Петербургская академия Следственного комитета Российской Федерации»,https://skspba.ru/
725,Академия ФСБ России,г. Москва,федеральное государственное казенное образовательное учреждение высшего образования «Академия Федеральной службы безопасности Российской Федерации»,http://www.academy.fsb.ru/
726,Академия управления МВД России,г. Москва,федеральное государственное казенное образовательное учреждение высшего образования «Академия управления Министерства внутренних дел Российской Федерации»,https://а.мвд.рф/
727,"Барнаульский юридический институт МВД России, БЮИ МВД России; Барнаульский ЮИ МВД России",Алтайский край,федеральное государственное казенное образовательное учреждение высшего образования «Барнаульский юридический институт Министерства внутренних дел Российской Федерации»,https://бюи.мвд.рф/
