ShortName,RegionName,FullName,WebSite
"Сибирский университет науки и технологий, Сибирский государственный университет, ФГБОУ ВО «Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева», СибГУ им. М.Ф. Решетнева",Красноярский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева»,https://www.sibsau.ru/
"ФГБОУ ВО «Сибирский государственный университет путей сообщения», ФГБОУ ВО СГУПС, СГУПС",Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет путей сообщения»,http://www.stu.ru/
СибГУТИ,Новосибирская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет телекоммуникаций и информатики»,https://sibsutis.ru/
ФГБОУ ВО Смоленская ГСХА,Смоленская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Смоленская государственная сельскохозяйственная академия»,http://sgsha.ru/
ФГБОУ ВО СГМУ Минздрава России,Смоленская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Смоленский государственный медицинский университет» Министерства здравоохранения Российской Федерации,http://smolgmu.ru/
СмолГУ,Смоленская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Смоленский государственный университет»,https://smolgu.ru/
"ФГБОУ ВО «СГУ», СГУ, Сочинский государственный университет, ФГБОУ ВО «Сочинский государственный университет»",Краснодарский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Сочинский государственный университет»,https://sutr.ru/
"ФГБОУ ВО Ставропольский ГАУ, ФГБОУ ВО СТГАУ, СТГАУ",Ставропольский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Ставропольский государственный аграрный университет»,https://stgau.ru/
ФГБОУ ВО «СГУ им. Питирима Сорокина»,Республика Коми,федеральное государственное бюджетное образовательное учреждение высшего образования «Сыктывкарский государственный университет имени Питирима Сорокина»,https://syktsu.ru/
ФГБОУ ВО «ТГТУ»,Тамбовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тамбовский государственный технический университет»,https://www.tstu.ru/
"ФГБОУ ВО «Тамбовский государственный университет имени Г.Р. Державина», ТГУ им. Г.Р. Державина",Тамбовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тамбовский государственный университет имени Г.Р. Державина»,http://www.tsutmb.ru/
ФГБОУ ВО Тверская ГСХА,Тверская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тверская государственная сельскохозяйственная академия»,https://www.tvgsha.ru/
ФГБОУ ВО Тверской ГМУ Минздрава России,Тверская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тверской государственный медицинский университет» Министерства здравоохранения Российской Федерации,http://tvgmu.ru/
"ТвГТУ, ФГБОУ ВО ТвГТУ, ФГБОУ ВО «Тверской государственный технический университет»",Тверская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тверской государственный технический университет»,https://www.tstu.tver.ru/
"ФГБОУ ВО «Тверской государственный университет», Тверской государственный университет, ТвГУ",Тверская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тверской государственный университет»,https://tversu.ru/
Театральный институт имени Бориса Щукина,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Театральный институт имени Бориса Щукина при Государственном академическом театре имени Евгения Вахтангова»,https://www.htvs.ru/
ФГБОУ ВО ТГМУ Минздрава России,Приморский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Тихоокеанский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://tgmu.ru/
"Тихоокеанский государственный университет, ФГБОУ ВО «ТОГУ», ТОГУ, ФГБОУ ВО  «Тихоокеанский государственный университет»",Хабаровский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Тихоокеанский государственный университет»,https://pnu.edu.ru/
"ФГБОУ ВО «Тольяттинский государственный университет», Тольяттинский государственный университет, ТГУ",Самарская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тольяттинский государственный университет»,https://www.tltsu.ru/
"ФГБОУ ВО «Томский государственный архитектурно-строительный  университет», Томский государственный архитектурно-строительный университет, ТГАСУ",Томская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Томский государственный архитектурно-строительный университет»,https://tsuab.ru/
"ФГБОУ ВО «Томский государственный педагогический университет», Томский государственный педагогический университет, ТГПУ",Томская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Томский государственный педагогический университет»,https://www.tspu.edu.ru/
"ТУСУР, ФГБОУ ВО «ТУСУР», ФГБОУ ВО «Томский государственный университет систем управления и радиоэлектроники», Томский государственный университет систем управления и радиоэлектроники",Томская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Томский государственный университет систем управления и радиоэлектроники»,https://tusur.ru/
"Тувинский государственный университет, ТувГУ",Республика Тыва,федеральное государственное бюджетное образовательное учреждение высшего образования «Тувинский государственный университет»,http://tuvsu.ru/
"ФГБОУ ВО «ТУЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. Л.Н. ТОЛСТОГО», ТУЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. Л.Н. ТОЛСТОГО, ФГБОУ ВО «ТГПУ ИМ. Л.Н. ТОЛСТОГО», ТГПУ ИМ. Л.Н. ТОЛСТОГО, УНИВЕРСИТЕТ ЛЬВА ТОЛСТОГО, ТОЛСТОВСКИЙ УНИВЕРСИТЕТ, ТУЛЬСКИЙ ПЕДАГОГИЧЕСКИЙ",Тульская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тульский государственный педагогический университет им. Л.Н. Толстого»,http://tsput.ru/
"Тульский государственный университет, ФГБОУ ВО «Тульский государственный университет», ФГБОУ ВО «ТулГУ», ТулГУ",Тульская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тульский государственный университет»,https://tulsu.ru/
Тюменский государственный институт культуры,Тюменская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тюменский государственный институт культуры»,http://tumgik.ru/
ФГБОУ ВО Тюменский ГМУ Минздрава России,Тюменская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тюменский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://www.tyumsmu.ru/
"ФГБОУ ВО «Тюменский индустриальный университет», ФГБОУ ВО «ТИУ», Тюменский индустриальный университет, ТИУ",Тюменская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Тюменский индустриальный университет»,https://www.tyuiu.ru/
"Удмуртский ГАУ, УдГАУ",Удмуртская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Удмуртский государственный аграрный университет»,https://udsau.ru/
"ФГБОУ ВО «УдГУ», УдГУ, ФГБОУ ВО «Удмуртский государственный университет»",Удмуртская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Удмуртский государственный университет»,https://udsu.ru/
ФГБОУ ВО Ульяновский ГАУ,Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский государственный аграрный университет имени П.А. Столыпина»,https://ulsau.ru/
"Ульяновский государственный педагогический университет имени И.Н. Ульянова, УлГПУ им. И.Н. Ульянова, ФГБОУ ВО «Ульяновский государственный педагогический университет имени И.Н. Ульянова», ФГБОУ ВО «УлГПУ им. И.Н. Ульянова»",Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский государственный педагогический университет имени И.Н. Ульянова»,https://www.ulspu.ru/
"УлГТУ, Ульяновский государственный технический университет",Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский государственный технический университет»,https://ulstu.ru/
"Ульяновский государственный университет, УлГУ, ФГБОУ ВО «Ульяновский государственный университет»",Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский государственный университет»,https://ulsu.ru/
ФГБОУ ВО УИ ГА,Ульяновская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ульяновский институт гражданской авиации имени Главного маршала авиации Б.П. Бугаева»,https://www.uvauga.ru/
государственный университет «Дубна»,Московская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Университет «Дубна»,https://uni-dubna.ru/
Уральская государственная консерватория имени М.П.Мусоргского,Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральская государственная консерватория имени М.П. Мусоргского»,https://www.uralconsv.org/
ФГБОУ ВО Уральский ГАУ,Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный аграрный университет»,https://urgau.ru/
"ФГБОУ ВО «Уральский государственный архитектурно-художественный университет имени Н.С. Алфёрова», Уральский государственный архитектурно-художественный университет имени Н.С. Алфёрова, Уральский государственный архитектурно-художественный университет, УрГАХУ имени Н.С. Алфёрова, УрГАХУ",Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный архитектурно-художественный университет имени Н.С. Алфёрова»,https://www.usaaa.ru/
ФГБОУ ВО «УГГУ»,Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный горный университет»,https://www.ursmu.ru/
ФГБОУ ВО УГМУ Минздрава России,Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://usma.ru/
"УрГПУ, ФГБОУ ВО «УрГПУ», ФГБОУ ВО «Уральский государственный педагогический университет», Уральский государственный педагогический университет",Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный педагогический университет»,https://uspu.ru/
"ФГБОУ ВО «Уральский государственный экономический университет», Уральский государственный экономический университет, УрГЭУ",Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный экономический университет»,https://www.usue.ru/
"УрГЮУ имени В.Ф. Яковлева, ФГБОУ ВО «Уральский государственный юридический университет имени В.Ф. Яковлева», Уральский государственный юридический университет имени В.Ф. Яковлева, ФГБОУ ВО «УрГЮУ имени В.Ф. Яковлева»",Свердловская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный юридический университет имени В.Ф. Яковлева»,https://www.usla.ru/
"Уральский институт Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий,ФГБОУ ВО Уральский институт ГПС МЧС России, Уральский институт ГПС МЧС России, УИГПС МЧС России",Свердловская область,"федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский институт Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий»",https://uigps.ru/
Уфимский государственный институт искусств имени Загира Исмагилова,Республика Башкортостан,федеральное государственное бюджетное образовательное учреждение высшего образования «Уфимский государственный институт искусств имени Загира Исмагилова»,https://ufaart.ru/
"ФГБОУ ВО «УГНТУ», УГНТУ, Уфимский государственный нефтяной технический университет",Республика Башкортостан,федеральное государственное бюджетное образовательное учреждение высшего образования «Уфимский государственный нефтяной технический университет»,https://rusoil.net/
ФГБОУ ВО «Уфимский университет науки и технологий»; Уфимский университет; Уфимский университет науки и технологий; УУНиТ,Республика Башкортостан,федеральное государственное бюджетное образовательное учреждение высшего образования «Уфимский университет науки и технологий»,https://uust.ru/
"ФГБОУ ВО «УГТУ», Ухтинский государственный технический университет, УГТУ",Республика Коми,федеральное государственное бюджетное образовательное учреждение высшего образования «Ухтинский государственный технический университет»,https://www.ugtu.net/
Хабаровский государственный институт культуры,Хабаровский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Хабаровский государственный институт культуры»,https://www.hgiik.ru/
"ФГБОУ ВО «ХГУ им. Н.Ф. Катанова», Хакасский государственный университет им. Н.Ф. Катанова",Республика Хакасия,федеральное государственное бюджетное образовательное учреждение высшего образования «Хакасский государственный университет им. Н.Ф. Катанова»,https://khsu.ru/
ЦМШ - Академия исполнительского искусства,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Центральная музыкальная школа – Академия исполнительского искусства»,http://cmsmoscow.ru/
Челябинский государственный институт культуры,Челябинская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Челябинский государственный институт культуры»,https://chgik.ru/
ФГБОУ ВО «ЧелГУ»,Челябинская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Челябинский государственный университет»,https://www.csu.ru/
Череповецкий государственный университет,Вологодская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Череповецкий государственный университет»,https://www.chsu.ru/
"ФГБОУ ВО «Чеченский государственный педагогический университет», Чеченский государственный педагогический университет, ЧГПУ",Чеченская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Чеченский государственный педагогический университет»,https://chspu.ru/
ФГБОУ ВО «Чеченский государственный университет им. А.А. Кадырова»,Чеченская Республика,федеральное государственное бюджетное образовательное учреждение высшего образования «Чеченский государственный университет имени Ахмата Абдулхамидовича Кадырова»,https://www.chesu.ru/
ФГБОУ ВО ЧГМА Минздрава России,Забайкальский край,федеральное государственное бюджетное образовательное учреждение высшего образования «Читинская государственная медицинская академия» Министерства здравоохранения Российской Федерации,https://chitgma.ru/
ФГБОУ ВО Чувашский ГАУ,Чувашская Республика - Чувашия,федеральное государственное бюджетное образовательное учреждение высшего образования «Чувашский государственный аграрный университет»,http://academy21.ru/
"ЧГПУ им. И.Я. Яковлева, Чувашский государственный педагогический университет им. И.Я. Яковлева",Чувашская Республика - Чувашия,федеральное государственное бюджетное образовательное учреждение высшего образования «Чувашский государственный педагогический университет им. И.Я. Яковлева»,https://1.chgpu.edu.ru/
ФГБОУ ВО  «ЧГУ им. И.Н. Ульянова»,Чувашская Республика - Чувашия,федеральное государственное бюджетное образовательное учреждение высшего образования «Чувашский государственный университет имени И.Н. Ульянова»,https://www.chuvsu.ru/
ФГБОУ ВО «Шадринский государственный педагогический университет»,Курганская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Шадринский государственный педагогический университет»,http://shgpi.edu.ru/
Школа-студия МХАТ,г. Москва,федеральное государственное бюджетное образовательное учреждение высшего образования «Школа-студия (институт) имени Вл.И.Немировича-Данченко при Московском Художественном академическом театре имени А.П.Чехова»,http://mhatschool.ru/
"ФГБОУ ВО «Юго-Западный государственный университет», Юго-Западный государственный университет, ФГБОУ ВО «ЮЗГУ», ЮЗГУ",Курская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Юго-Западный государственный университет»,https://swsu.ru/
"ФГБОУ ВО «ЮГУ», Югорский государственный университет, ЮГУ, ФГБОУ ВО «Югорский государственный университет»",Ханты-Мансийский автономный округ - Югра,федеральное государственное бюджетное образовательное учреждение высшего образования «Югорский государственный университет»,https://www.ugrasu.ru/
"ЮРГПУ (НПИ), ФГБОУ ВО «ЮРГПУ (НПИ) имени М.И. Платова», Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова, ФГБОУ ВО «Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова»",Ростовская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова»,https://www.npi-tu.ru/
ФГБОУ ВО Южно-Уральский ГАУ,Челябинская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Южно-Уральский государственный аграрный университет»,http://юургау.рф/
ФГБОУ ВО «ЮУрГГПУ»,Челябинская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Южно-Уральский государственный гуманитарно-педагогический университет»,https://www.cspu.ru/
ФГБОУ ВО ЮУГМУ Минздрава России,Челябинская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Южно-Уральский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://susmu.su/
ФГБОУ ВО ЯГМУ Минздрава России,Ярославская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ярославский государственный медицинский университет» Министерства здравоохранения Российской Федерации,https://ysmu.ru/
"Ярославский государственный педагогический университет им. К.Д. Ушинского, ФГБОУ ВО «Ярославский государственный педагогический университет им. К.Д. Ушинского», ЯГПУ им. К.Д. Ушинского",Ярославская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ярославский государственный педагогический университет им. К.Д. Ушинского»,https://yspu.org/
Ярославский государственный театральный институт имени Фирса Шишигина,Ярославская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ярославский государственный театральный институт имени Фирса Шишигина»,https://www.theatrins-yar.ru/
"ФГБОУ ВО ""ЯГТУ"", ЯГТУ, Ярославский государственный технический университет",Ярославская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ярославский государственный технический университет»,https://www.ystu.ru/
"ФГБОУ ВО «Ярославский государственный университет им. П.Г. Демидова», Ярославский государственный университет им. П.Г. Демидова, Ярославский госуниверситет им. П.Г. Демидова, ЯрГУ им. П.Г. Демидова, ЯрГУ",Ярославская область,федеральное государственное бюджетное образовательное учреждение высшего образования «Ярославский государственный университет им. П.Г. Демидова»,https://www.uniyar.ac.ru/
Университет Вернадского; РГУНХ Минсельхоза России,Московская область,федеральное государственное бюджетное образовательное учреждение высшего образования Министерства сельского хозяйства Российской Федерации «Российский государственный университет народного хозяйства имени В.И.Вернадского»,https://rgunh.ru/
"ФГБОУ ИВО «Российский государственный университет социальных технологий», ФГБОУ ИВО «РГУ СОЦТЕХ», РГУ СОЦТЕХ",г. Москва,федеральное государственное бюджетное образовательное учреждение инклюзивного высшего образования «Российский государственный университет социальных технологий»,https://mggeu.ru/
"НИЦ ""Курчатовский институт"" - ГосНИИгенетика",г. Москва,федеральное государственное бюджетное учреждение «Государственный научно-исследовательский институт генетики и селекции промышленных микроорганизмов Национального исследовательского центра «Курчатовский институт»,http://www.genetika.ru/
Уфимский юридический институт МВД России; ФГКОУ ВО УЮИ МВД России; Уфимский ЮИ МВД России,Республика Башкортостан,федеральное государственное казенное  образовательное учреждение высшего образования «Уфимский юридический институт Министерства внутренних дел Российской Федерации»,https://уюи.мвд.рф/
Тихоокеанское высшее военно-морское училище или ТОВВМУ,Приморский край,федеральное государственное казенное военное образовательное учреждение высшего образования «Тихоокеанское высшее военно-морское училище имени С.О.Макарова» Министерства обороны Российской Федерации (г. Владивосток),https://tovvmu.mil.ru/
Общевойсковая академия или  ОВА,г. Москва,федеральное государственное казенное военное образовательное учреждение высшего образования  «Военный учебно-научный центр Сухопутных войск «Общевойсковая ордена Жукова академия Вооруженных Сил Российской Федерации»,https://ova.mil.ru/
"Казанское высшее танковое командное училище, КВТКУ",Республика Татарстан (Татарстан),"федеральное государственное казенное военное образовательное учреждение высшего образования ""Казанское высшее танковое командное ордена Жукова Краснознаменное училище"" Министерства обороны Российской Федерации",https://kvtkku.mil.ru/
Московское высшее общевойсковое командное училище или МВОКУ,г. Москва,"федеральное государственное казенное военное образовательное учреждение высшего образования ""Московское высшее общевойсковое командное орденов Жукова, Ленина и Октябрьской Революции Краснознаменное училище"" Министерства обороны Российской Федерации",https://mvoku.mil.ru/
Академия ФСО России,Орловская область,федеральное государственное казенное военное образовательное учреждение высшего образования «Академия Федеральной службы охраны Российской Федерации»,https://academ.msk.rsnet.ru/
ФГКВОУ ВО «ВАГШ ВС РФ»,г. Москва,федеральное государственное казенное военное образовательное учреждение высшего образования «Военная академия Генерального штаба Вооруженных Сил Российской Федерации»,https://vagsh.mil.ru/
Военная академия Министерства обороны Российской Федерации или ВА МО РФ,г. Москва,федеральное государственное казенное военное образовательное учреждение высшего образования «Военная академия Министерства обороны Российской Федерации»,https://vumo.mil.ru/
Военная академия РВСН имени Петра Великого  или ВА РВСН,г. Москва,федеральное государственное казенное военное образовательное учреждение высшего образования «Военная академия Ракетных войск стратегического назначения имени Петра Великого» Министерства обороны Российской Федерации,https://varvsn.mil.ru/
"Военная академия воздушно-космической обороны, ВА ВКО",Тверская область,федеральное государственное казенное военное образовательное учреждение высшего образования «Военная академия воздушно-космической обороны имени Маршала Советского Союза Г.К. Жукова» Министерства обороны Российской Федерации,https://vavko.mil.ru/
"Военная академия войсковой противовоздушной обороны Вооруженных Сил Российской Федерации имени Маршала Советского Союза А.М. Василевского, Военная академия войсковой противовоздушной обороны или ВА ВПВО ВС РФ",Смоленская область,федеральное государственное казенное военное образовательное учреждение высшего образования «Военная академия войсковой противовоздушной обороны Вооруженных Сил Российской Федерации имени Маршала Советского Союза А.М.Василевского» Министерства обороны Российской Федерации,https://vavpvo.mil.ru/
Военная академия материально-технического обеспечения или ВА МТО,г. Санкт-Петербург,федеральное государственное казенное военное образовательное учреждение высшего образования «Военная академия материально-технического обеспечения имени генерала армии А.В.Хрулева» Министерства обороны Российской Федерации,https://vamto.mil.ru/
